中国科学技术大学出版社 安微 7321
(台)伯乐出版社 台北 9579692
(台)博远出版有限公司 台北 9578534
(台)财团法人中华经济研究院 台北 9578562
(台)超越企业 台北 9579621
(台)晨景文化事业有限公司 台北 9579531
(台)成文出版社有限公司 台北 95707
(台)崇文书局 台北 9579618
(台)抽象文化事业有限公司 台北 9579653
(台)川流出版社 台北 9579462
(台)传记文学出版社有限公司 台北 9578506
(台)传文文化事业有限公司 台北 957764
(台)纯文学出版有限公司 台北 957527
(台)大安出版社 台北 9579233
(台)大地出版社 台北 9579460
(台)大鸿图书有限公司 台北 9579179
(台)大化书局股份有限公司 台北 9579446
(台)大嘉出版有限公司 台北 9579372
(台)大吕出版社 台北 9579358
(台)大人物出版社 台北 957507
(台)大硕出版社 台北 9579236
(台)大唐出版社 台北 9579063
(台)大新书局 台北 9579588
(台)大学图书出版社 台北 9579454
(台)大雁书店有限公司 台北 9579049
(台)大智度出版社 台北 9579065
(台)大中国图书股份有限公司 台北 957521
(台)大中书局股份有限公司 台北 9579403
(台)大众文化社出版部 台北 9579457
(台)大自然科学出版社 台北 9579243
(台)稻禾出版社 台北 9578571
(台)稻乡出版社 台北 9579405
(台)狄根丝出版社 台北 9579339
(台)地球出版社 台北 9579585
(台)点石 台北 9578558
(台)顶渊文化事业有限公司 台北 9579490
(台)东和音乐出版社 台北 9579216
(台)东皇文化出版事业有限公司 台北 9578529
(台)东润出版社 台北 9578561
(台)东泰文化社 台北 9579562
(台)东颖出版社 台北 9579004
(台)读经日程杂志社 台北 957660
(台)读经日程杂志社 台北 9579059
(台)读者书店 台北 9579623
(台)杜陵出版股份有限公司 台北 957594
(台)敦煌书局股份有限公司 台北 957606
(台)多乐坊文化事业有限公司 台北 957680
(台)多乐坊文化事有限公司 台北 9579080
(台)儿童教育出版社 台北 9579566
(台)法商巴雅股份有限公司台湾分公司 台北 957548
(台)方向文化事业有限公司 台北 957501
(台)非凡出版社 台北 9579178
(台)风云时代出版股份有限公司 台北 9579536
(台)芙蓉坊股份有限公司 台北 9579137
(台)孚嘉书局股份有限公司 台北 9579260
(台)复兴书局股份有限公司 台北 9579492
(台)富春文化事业股份有限公司 台北 9579318
(台)甘霖出版社有限公司 台北 9579474
(台)工商教育出版社 台北 9579451
(台)公视出版社 台北 9579517
(台)功文文化事业股份有限公司 台北 9579030
(台)谷风出版社 台北 957503
(台)故乡出版社有限公司 台北 957626
(台)贯雅文化事业有限公司 台北 9579388
(台)光复书局股份有限公司 台北 95742
(台)光华画报杂志社 台北 9579188
(台)光陆出版社 台北 9579253
(台)光民出版社 台北 9579644
(台)国际文化事业有限公司 台北 9579495
(台)国立故宫博物院 台北 957562
(台)国立台湾师范大学 台北 9579026
(台)国立中央图书馆 台北 957678
(台)国立中央图书馆台湾分馆 台北 9579067
(台)国文天地杂志社 台北 957534
(台)国文天地杂志社 台北 9579018
(台)海风出版社有限公司 台北 957553
(台)汉风出版社 台北 957650
(台)汉光文化事业股份有限公司 台北 957629
(台)汉欣文化事业有限公司 台北 957686
(台)行政院国家科学委员会科学技术资 台北 957619
(台)行政院经济建设委员会 台北 9579060
(台)行政院文化建设委员会 台北 9578515
(台)好书出版社 台北 9579126
(台)好兄弟出版社 台北 9579473
(台)合记图书出版社 台北 9579097
(台)合森文化事业有限公司 台北 9579579
(台)何家仁出版社 台北 9579468
(台)河马文化出版社 台北 9578568
(台)弘新出版社 台北 9579250
(台)红蚂蚁图书有限公司 台北 95797081
(台)洪范书店有限公司 台北 957674
(台)户外生活图书股份有限公司 台北 9579476
(台)华香园出版社 台北 957524
(台)华正书局有限公司 台北 957580
(台)欢乐出版有限公司 台北 9579502
(台)慧众文化出版社 台北 9579087
(台)及幼文化出版股份有限公司 台北 9579698
(台)加斌有限公司 台北 9579459
(台)佳庆文化事业有限公司 台北 9579407
(台)见山企业有限公司出版部 台北 9579652
(台)见证月刊杂志社 台北 9579198
(台)江津文化出版社 台北 9579516
(台)江氏华文出版社 台北 9579256
(台)觉华出版社 台北 9579549
(台)今晨图书有限公司 台北 9579439
(台)今古书图出版社 台北 9579614
(台)今日文化出版社 台北 9579345
(台)金枫出版有限公司 台北 9578501
(台)金奖音乐事业有限公司附设出版部 台北 9579140
(台)金陵文化股份有限公司 台北 9579537
(台)金名图书有限公司 台北 9579412
(台)金钱出版社 台北 957511
(台)金手指出版社 台北 9579655
(台)金统有限公司附设出版社 台北 9579658
(台)锦绣出版事业股份有限公司 台北 9579425
(台)劲石漫画制作有限公司 台北 957681
(台)九二八文化事业有限公司 台北 9579567
(台)九华书局 台北 9579443
(台)九章出版社 台北 957603
(台)久博图书股份有限公司 台北 9579453
(台)久大文化股份有限公司 台北 95741
(台)矩阵出版股份有限公司 台北 957528
(台)巨龙文化事业有限公司 台北 9579543
(台)巨鱼文化事业股份有限公司 台北 9579612
(台)可靠资讯有限公司 台北 9579613
(台)匡华出版有限公司 台北 9579227
(台)老古文化事业股份有限公司 台北 9579480
(台)李白出版社 台北 9579385
(台)理论舆政策杂志社 台北 9578563
(台)力行书局有限公司 台北 9579376
(台)立得出版社 台北 9579582
(台)立威出版股份有限公司 台北 9579252
(台)利华书局股份有限公司 台北 9579221
(台)利基行销顾问有限公司 台北 9579542
(台)联合报文化基金会国学文献馆 台北 9578528
(台)林?文化事业有限公司 台北 9579093
(台)林白出版社有限公司 台北 957593
(台)灵鹫山出版社 台北 9579248
(台)六分仪文化社 台北 9579308
(台)妙吉祥出版社 台北 9579220
(台)妙伦出版社 台北 9578508
(台)名流出版社 台北 9579361
(台)名人出版事业股份有公司 台北 9579472
(台)名山出版社 台北 9579687
(台)名生企业有限公司 台北 9579684
(台)明镜文化事业有限公司 台北 9579501
(台)明文书局股份有限公司 台北 957703
(台)南宏图书有限公司 台北 9579508
(台)南华出版社有限公司 台北 9579007
(台)南山堂出版社 台北 9579511
(台)派色文化出版社 台北 9579082
(台)七福外语教材出版社 台北 9579615
(台)七懋实业股份有限公司 台北 9578598
(台)启蒙书店 台北 9579608
(台)启正出版社有限公司 台北 9579096
(台)前程出版社 台北 9578511
(台)前程科技股份有限公司 台北 9579636
(台)前达科技股份有限公司 台北 9578604
(台)前景出版社 台北 9579048
(台)青春出版社 台北 9579573
(台)青文出版社 台北 957539
(台)群玉堂出版事业股份有限公司 台北 957667
(台)人类文化事业有限公司 台北 957604
(台)人人印刷股份有限公司出版部 台北 9579640
(台)荣峰出版社 台北 9578540
(台)儒林出版社 台北 957652
(台)三采文化出版事业有限公司 台北 9579135
(台)三民书局 台北 95797006
(台)三山出版社 台北 9579395
(台)三通图书股份有限公司 台北 9579444
(台)山海出版社 台北 9579105
(台)上仁文化事业股份有限公司 台北 9579638
(台)上砚出版社有限公司 台北 957509
(台)上谊文化实业股份有限公司 台北 9579691
(台)上智出版社 台北 9579377
(台)尚登出版社 台北 9578546
(台)尚书文化出版社 台北 9579062
(台)尚亚美术出版社 台北 9579259
(台)生韵出版社 台北 9579362
(台)师大书苑 台北 9579565
(台)世华经济出版社 台北 9579116
(台)世界华文出版社 台北 9578505
(台)世界文物出版社 台北 9579058
(台)水牛图书出版事业有限公司 台北 957599
(台)水云齐文化事业有限公司 台北 9579279
(台)松江文化事业股份有限公司 台北 9579408
(台)嵩山出版社 台北 9579206
(台)台视文化事业股份有限公司 台北 957565
(台)台湾书店 台北 957567
(台)台湾英文杂志社有限公司 台北 957632
(台)太平洋文化基金会 台北 9579156
(台)太雅出版有限公司 台北 9579329
(台)唐山出版社 台北 9579215
(台)韬略出版有限公司 台北 9579020
(台)天恩出版社 台北 9579466
(台)天工书局 台北 9579515
(台)天河出版社有限公司 台北 9579679
(台)天华出版事业股份有限公司 台北 957665
(台)天华出版事业股份有限公司 台北 9579397
(台)天龙出版社 台北 9579467
(台)天马文化事业有限公司 台北 9579521
(台)天山出版社 台北 9579370
(台)天同出版社 台北 9579465
(台)天卫文化图书有限公司 台北 9578557
(台)天相出版有限公司 台北 9579447
(台)天心医学出版社 台北 9579518
(台)天一图书有限公司 台北 9579264
(台)天宇出版社 台北 9579520
(台)凸凸出版有限公司 台北 9578586
(台)万象图书股份有限公司 台北 957669
(台)万象图书股份有限公司 台北 9579056
(台)王氏速读出版社有限公司 台北 9579383
(台)味全出版社有限公司 台北 9579285
(台)文光图书有限公司 台北 9570161
(台)文海出版社有限公司 台北 957549
(台)文行出版社 台北 9570162
(台)文豪出版社 台北 9579366
(台)文鹤出版有限公司 台北 9579463
(台)文化图书股份有限公司 台北 9579401
(台)文集社出版事业股份有限公司 台北 957631
(台)文津出版社 台北 9579400
(台)文经出版社有限公司 台北 957663
(台)文景书局有限公司 台北 9579489
(台)文桥出版社 台北 957634
(台)文殊文化有限公司 台北 957571
(台)文馨出版社 台北 9579231
(台)文星书店有限公司 台北 9578509
(台)文讯杂志社 台北 95799944
(台)文言堂书房 台北 9579299
(台)文已国际公司出版部 台北 9579611
(台)问学出版社 台北 9579334
(台)西江书局有限公司 台北 9579355
(台)现代禅出版社 台北 9579622
(台)祥云出版社 台北 9579212
(台)小畅书局 台北 9579032
(台)小丁当出版社 台北 9578578
(台)小豆芽出版社 台北 9579237
(台)小人国出版社 台北 9578537
(台)小说创作杂志社 台北 9579309
(台)小说族杂志社 台北 9578513
(台)小天才出版社 台北 9579594
(台)小天出版有限公司 台北 9579088
(台)小学馆图书股份有限公司 台北 9579596
(台)小雅出版社 台北 9579104
(台)晓园出版社有限公司 台北 95712
(台)协志工业丛书出版股份有限公司 台北 9579357
(台)心竹出版社有限公司 台北 9579113
(台)欣大出版社 台北 957656
(台)欣大出版社 台北 9579576
(台)新朝出版社 台北 9579320
(台)新潮社文化事业有限公司 台北 9578663
(台)新文丰出版公司 台北 95717
(台)信谊文教及慈善事业基金会信谊基 台北 957642
(台)杏辉图书出版社 台北 9579075
(台)杏文出版社有限公司 台北 9579406
(台)雄狮图书股份有限公司 台北 9579420
(台)秀异份子工作室 台北 9578565
(台)学海出版社股份有限公司 台北 957614
(台)迅通文化事业股份有限公司 台北 9578549
(台)雅典出版社 台北 9579519
(台)亚纪出版有限公司 台北 9579479
(台)亚西亚出版社 台北 9579133
(台)业强出版社 台北 9579012
(台)一代出版社 台北 9579100
(台)一二三资讯有限公司 台北 9579635
(台)一立外语出版有限公司 台北 9579445
(台)一祥出版社 台北 9578572
(台)一一出版社 台北 9579235
(台)宜新文化事业有限公司 台北 9579169
(台)艺轩图书出版社 台北 957616
(台)艺源文物开发有限公司出版部 台北 9579625
(台)益群书店股份有限公司 台北 957552
(台)永汉出版有限公司 台北 9579586
(台)幽默文学出版社 台北 9579057
(台)有为出版事业有限公司 台北 9579223
(台)佑苗出版社 台北 9579563
(台)余氏出版社 台北 9579428
(台)宇联出版社 台北 9579646
(台)宇田出版社 台北 957684
(台)雨霖出版社 台北 9579141
(台)育杰企业管理顾问有限公司出版部 台北 9579262
(台)育心文化事业股份有限公司 台北 957658
(台)育友图书有限公司 台北 9578556
(台)元千图书出版社 台北 9579680
(台)远东图书股份有限公司 台北 957612
(台)云龙出版社 台北 9579086
(台)张老师出版社 台北 9579486
(台)长安出版社 台北 9579267
(台)长程出版社 台北 9579660
(台)长江艺术中心 台北 9578538
(台)长诺资讯图书股份有限公司 台北 957670
(台)长松文化事业有限公司 台北 9579064
(台)昭文社 台北 9578526
(台)正光书局股份有限公司 台北 9579024
(台)正生出版社 台北 9579070
(台)正文书局有限公司 台北 95740
(台)证券出版社股份有限公司 台北 9579605
(台)知道出版有限公司 台北 9578587
(台)知行文化事业有限公司 台北 9579575
(台)知识系统出版有限公司 台北 9579016
(台)知音出版社 台北 9579101
(台)至鼎文化出版社 台北 9579384
(台)志文出版社有限公司 台北 957545
(台)致良出版社 台北 9579415
(台)中共问题资料杂志社 台北 9579419
(台)中国百科出版社 台北 9579554
(台)中国出版有限公司 台北 9579544
(台)中国大陆问题研究中心 台北 9579381
(台)中国国民党中央委员会党史会近代 台北 957591
(台)中国名人传记中心出版社 台北 9579107
(台)中国人权协会出版部 台北 9579374
(台)中国统计学报杂志社 台北 9578500
(台)中国文化大学出版部 台北 9579538
(台)中国问题研究出版社 台北 9579110
(台)中国瑜伽出版社 台北 9570382
(台)中国与福音出版社 台北 9579642
(台)中华福音神学院出版社 台北 9579337
(台)中华民国电视学会 台北 9579111
(台)中华民国烘焙食品业发展研究所出 台北 9579676
(台)中华民国建筑公会全国联合会出版 台北 9579226
(台)中华民国自然生态保育协会 台北 9579043
(台)中华企业管理发展中心有限公司 台北 9579524
(台)中华日报出版社 台北 9579084
(台)中华色研出版社 台北 9579242
(台)中华一贯文化事业有限公司 台北 9579523
(台)中华音乐出版社 台北 957602
(台)中华语文出版社 台北 9579545
(台)中美出版中心 台北 9579402
(台)中外语文出版社 台北 9579106
(台)中西留学书籍出版社有限公司 台北 9578535
(台)中兴管理顾问有限公司 台北 9579371
(台)中兴联合出版社 台北 9579244
(台)中央日报文教出版部 台北 957559
(台)中央图书出版社 台北 957637
(台)中央图书出版社 台北 9579590
(台)中央文物供应社股份有限公司 台北 9579456
(台)众文图书股份有限公司 台北 957532
(台)竹本堂文化事业有限公司 台北 9579269
(台)竹友轩出版有限公司 台北 957690
(台)专业文化出版社 台北 957685
(台)状元出版社 台北 9579437
(台)姊妹出版社 台北 957512
(台)自华书店 台北 9579052
(台)自强出版社 台北 9579650
(台)作文出版社 台北 9579541
百观出版社 台北 9579003
保成出版副业有限公司 台北 9579230
不二出版有限公司 台北 9578519
财团法人海峡交流基金会 台北 9579498
财团法人洪建全教育文化基金会 台北 957585
财团法人洪建全教育文化基金会 台北 9578877
财团法人基督教宇宙光传播中心出版社 台北 9579695
财团法人施合郑民俗文化基金会 台北 9578892
财团法人新社会基金会 台北 9578826
畅文出版社 台北 9578507
朝阳堂文化事业股份有限公司 台北 9578649
晨星出版社 台北 957583
创意力文化事业有限公司 台北 9579491
慈济文化出版社 台北 9579298
大村文化出版事业有限公司 台北 9579356
大日出版社 台北 9579303
大展出版社有限公司 台北 957557
稻田出版有限公司 台北 9578517
笛藤出版图书有限公司 台北 957710
笛藤出版图书有限公司 台北 9579219
地景企业股份有限公司 台北 9579580
地景企业有限公司 台北 9578976
定基科技股份有限公司 台北 957644
东初出版社 台北 957633
东大图书股份有限公司 台北 95719
独家文化 台北 9579488
渡假出版社有限公司 台北 957623
方智出版社股份有限公司 台北 957673
方智出版社股份有限公司 台北 957679
风云时代出版社 台北 957645
佛光出版社 台北 957543
盖登氏管理顾问有限公司 台北 95799790
光启出版社 台北 957546
桂冠图书股份有限公司 台北 957551
国际村文库书店 台北 957754
国家出版社 台北 95736
国立台湾大学经济学系 台北 9579019
国立政治大学国际关系研究中心 台北 9579368
哈佛企业管理顾问公司出版部 台北 9579436
邯郸出版社 台北 9578883
汉美图书有限公司印行 台北 9579005
汉斯出版社 台北 95799724
汉湘文化事业股份有限公司 台北 9578753
汉湘文化事业股份有限公司 台北 9579174
汉艺色研文化事业有限公司 台北 957622
汉宇出版有限公司 台北 957700
汉宇出版有限公司 台北 9579315
行政院文化建设委员会 台北 9578989
好邻居书坊有限公司 台北 9578885
号角出版社 台北 957620
合记图书出版社 台北 957666
洪业文化事业有限公司 台北 9578677
环宇出版股份有限公司 台北 95799704
皇冠文学出版有限公司 台北 95733
汇华图书出版有限公司 台北 9578878
慧炬出版社 台北 957518
基峰资讯股份有限公司 台北 957641
尖端出版有限公司 台北 957712
建宏出版社 台北 957724
健行文化出版事业有限公司 台北 9579546
捷幼出版社 台北 9578523
金禾出版社 台北 9578573
金钱文化企业股份有限公司 台北 957792
金台湾出版事业有限公司 台北 9579144
锦绣出版事业股份有限公司 台北 957720
经济部中央地质调查所 台北 95700
精美出版社 台北 957716
靖宇资讯科技股份有限 台北 95790
九歌出版社 台北 957560
巨流图书公司 台北 957732
巨流图书公司 台北 9579464
开今文化出版社 台北 9578730
开今文化事业有限公司 台北 957797
康乃馨出版社 台北 9579286
可加书版有限公司 台北 9578662
克宁出版社 台北 9579099
岚德出版社 台北 9579291
黎明文化事业公司 台北 95716
李敖出版社 台北 957510
立得出版社 台北 9578990
联合文学出版社有限公司 台北 957522
联经出版事业公司 台北 95708
龙文出版社股份有限公司 台北 9579616
龙吟文化事业股份有限公司 台北 957689
麦田出版有限公司 台北 957708
美国今日华埠出版社 台北 9579571
美商麦格罗·希尔国际股份有限公司台湾分 台北 9578967
明文书局股份有限公司 台北 9579509
茉莉出版事业公司 台北 9579146
南海图书文具有限公司 台北 95799742
南天书局有限公司 台北 957638
能源文化事业有限公司 台北 780018
牛顿出版股份有限公司 台北 957627
培根文化事业股份有限公司 台北 957788
培琳出版社 台北 957577
平安出版有限公司 台北 9578910
平氏出版有限公司 台北 957803
普全文化事业有限公司 台北 9578783
戚嘉林著者发行 台北 95797009
千华图书出版事业有限公司 台北 957624
前卫出版社 台北 957801
前卫出版社 台北 9578994
青春出版社 台北 957698
青少文化 台北 9579134
全华科技图书股份有限公司 台北 95721
全欣出版社 台北 9579017
日臻出版社 台北 9578882
三民书局股份有限公司 台北 95714
三思堂文化事业有限公司 台北 957500
商鼎文化出版社 台北 9578575
商周文化事业股份有限公司 台北 9579002
商周文化事业股份有限公司 台北 9579293
尚文出版社 台北 9579265
生命潜能文化事业有限公司 台北 9578689
生智出版社 台北 9578637
时报文化出版企业有限公司 台北 95713
世潮出版有限公司 台北 957776
世界书局 台北 95706
世茂出版社 台北 957529
授学出版社 台北 9579330
书华出版事业有限公司 台北 957709
书林出版社 台北 957586
书泉出版社 台北 957648
淑馨出版社 台北 957531
水产出版社 台北 9578596
丝路出版社 台北 957787
丝路出版社 台北 9579592
松岗电脑图书资料有限 台北 95722
台北国际商学出版社 台北 957625
台北斯坦出版有限公司 台北 9579112
台华工商图书出版公司 台北 9579316
台湾出版社 台北 9579512
台湾东贩股份有限公司 台北 957643
台湾商务印书馆股份有限公司 台北 95705
台湾先智出版事业股份有限公司 台北 9578909
台湾学生书局 台北 95715
台湾中华书局股份有限公司 台北 95743
台湾珠海出版有限公司 台北 957657
台原出版社 台北 9579261
太联文化出版事业股份有限公司 台北 95799950
棠雍出版事业有限公司 台北 95799579
天下文化出版股份有限公司 台北 957621
天下杂志 台北 9579079
田园城市文化事业有限公司 台北 95799478
旺文社股份有限公司 台北 957508
文华图书馆管理资讯股份有限公司 台北 9578708
文津出版社 台北 957668
文史哲出版社 台北 957547
五南图书出版有限公司 台北 95711
五四书店有限公司 台北 9579391
五州出版社 台北 957601
武陵出版有限公司 台北 95735
希代书版集团 台北 957808
希代书版有限公司 台北 957544
先见出版社 台北 9579379
小报文化有限公司 台北 9578658
小知堂文化事业有限公司 台北 9579184
小知堂文化事业有限公司 台北 9579278
心理出版社有限公司 台北 957702
新潮社文化事业有限公司 台北 9579321
新高地出版社 台北 9578724
新新闻文化事业股份有限公司 台北 9578591
新形象出版事业有限公司 台北 9578548
新雨出版社 台北 9579598
星光出社 台北 957677
雄狮图书股份有限公司 台北 9578980
学鼎出版有限公司 台北 957769
学习出版有限公司 台北 957519
亚太图书出版社 台北 9578510
扬智文化事业股份有限公司 台北 9579091
扬智文化事业股份有限公司 台北 9579272
耶鲁国际文化事业有限公司 台北 9578635
业强出版社 台北 957683
艺风出版社 台北 9579394
艺术家出版社 台北 9579500
艺术家出版社 台北 9579539
艺术图书公司 台北 957672
莹圃电脑软体研究开发部编 台北 95724
永然文化出版股份有限公司 台北 9578999
永业出版社 台北 9578539
幼狮文化事业公司 台北 957530
宇河文化出版有限公司 台北 957659
元气齐出版社有限公司 台北 9578552
圆神出版社有限公司 台北 957607
远景出版社 台北 95739
远流出版事业股份有限公司 台北 95732
月旦出版社股份有限公司 台北 957696
跃升文化事业有限公司 台北 957630
允晨文化实业股份有限公司 台北 9578983
允晨文化实业股份有限公司 台北 9579027
允晨文化实业股份有限公司 台北 9579449
张老师文化事业股份有限公司 台北 957693
正义出版社 台北 957664
正元图书有限公司 台北 9579389
正中书局 台北 95709
致良出版社 台北 957786
智慧大学出版社 台北 9579031
智库股份有限公司 台北 9578829
中国生产力中心 台北 9579130
中国生产力中心 台北 9579344
中华民国管理科学学会 台北 95799980
中华徵信所企业股份有限公司 台北 9579461
中视文化事业股份有限公司 台北 9579276
中外文化出版社 台北 780042
中央通讯社股份有限公司 台北 95799902
中央研究院近代史研究所 台北 957671
中央研究院美国文化研究所 台北 9579046
中庸出版社 台北 95799959
周知文化事业股份有限公司 台北 9579120
朱衣出版社 台北 9578922
自立晚报社文化出版部 台北 957596
综合出版社 台北 957800
(台)民全书局有限公司 台北市 9579122
(台)民有文化事业股份有限公司 台北市 9579251
(台)生涯美语发展社 台北市 9578559
(台)石头出版股份有限公司 台北市 9579089
(台)永庆出版社 台北市 9579441
(台)永然文化出版股份有限公司 台北市 9579584
(台)玉振艺术出版社 台北市 9579124
(台)正谊出版社 台北市 9579121
(台)采风出版社 台北县 957540
(台)东东出版社 台北县 9579001
(台)东宇出版社 台北县 9579411
(台)法界出版社 台北县 9578550
(台)国史馆 台北县 9579042
(台)好望角出版社 台北县 9579225
(台)宏圣电气实务出版社 台北县 9579647
(台)吉仁新医股份有限公司出版部 台北县 9579255
(台)技林出版社 台北县 9579469
(台)金麟出版社 台北县 9579572
(台)金马出版社 台北县 9579657
(台)快乐童年出版社 台北县 957682
(台)妙显堂出版社 台北县 9579649
(台)民俗艺术出版社 台北县 9579123
(台)名望出版社 台北县 9579440
(台)明齐出版社 台北县 9579475
(台)南山书局 台北县 9579143
(台)年代文化事业股份有限公司 台北县 957676
(台)巧集出版社 台北县 957662
(台)曲成出版社 台北县 9579645
(台)任氏宗亲会 台北县 9579073
(台)石油情报出版社 台北县 9579694
(台)私立辅仁大学出版社 台北县 9579000
(台)台扬出版社 台北县 9578590
(台)亚舍图书有限公司 台北县 9579578
(台)艺文印书馆股份有限公司 台北县 957520
(台)印刷科技杂志社 台北县 9579258
(台)永诠出版事业股份有限公司 台北县 957691
(台)育贤出版社 台北县 9579589
(台)志一出版社 台北县 9579040
(台)卓越文化事业股份有限公司出版部 台北县 9579697
(台)宝光出版社 台南 9579624
(台)大千文化出版社 台南 957558
(台)大同教(巴哈伊)出版社 台南 9579234
(台)大伟书局 台南 9579396
(台)大义出版社 台南 9579103
(台)大正书局 台南 9579168
(台)大洲出版社 台南 9579102
(台)法学出版社 台南 9579136
(台)夫子出版社 台南 9579246
(台)供学出版社 台南 9579217
(台)金川出版社 台南 957592
(台)金牌出版有限公司 台南 9579513
(台)金桥出版社 台南 957561
(台)久洋出版社 台南 9579375
(台)南一书局企业股份有限公司 台南 957589
(台)世峰出版社 台南 9579696
(台)台湾复文兴业股份有限公司 台南 9578564
(台)天主教闻道出版社 台南 9579568
(台)文国书局 台南 9570170
(台)文化生活新知 台南 9578525
(台)信宏出版社 台南 957538
(台)长鸿出版社股份有限公司 台南 957675
大众书局 台南 95737
复文出版社 台南 957536
正言出版社 台南 9579363
(台)宏大出版社 台南氏 9578541
(台)光田出版社 台南市 9578560
(台)宏星文化出版社 台南市 9579353
(台)市一书局 台南市 957517
(台)王家出版社有限公司 台南市 95731
(台)西北出版社 台南市 957647
(台)正业书局企业有限公司 台南市 9578520
(台)正志光教育文化出版社 台南市 9579610
冠伦出版社 台湾 7957
(台)大园满出版社 台中 9579077
(台)俊松出版社 台中 9579142
(台)立谊出版社 台中 9579470
(台)尚阳文化事业有限公司 台中 9579263
(台)天真兴记出版社 台中 9579450
(台)文林出版社 台中 9579367
(台)雾峰出版社 台中 9579200
(台)小翔书局 台中 957688
(台)心桥出版社 台中 9578582
(台)艺圆出版社 台中 9579047
(台)育全出版社 台中 9579132
(台)育文出版社 台中 9579131
(台)中央书局股份有限公司 台中 9579240
(台)伯亚出版事业有限公司 台中市 9579229
(台)明道文艺杂志社 台中市 9579429
(台)平阳出版社 台中市 9579008
(台)巧知出版社 台中市 9579117
(台)如季出版社 台中市 9579224
(台)印刷出版社 台中市 9579254
(台)羽萍出版社 台中市 9579127
(台)正工出版社 台中市 9579607
北岳文艺出版社 太原 75278
北岳文艺出版社 太原 75378
三晋出版社 太原 75457
山西春秋电子音像出版社 太原 7900434
山西春秋电子音像出版社 太原 7900454
山西高校联合出版社 太原 781032
山西高校联合出版社 太原 781632
山西古籍出版社 太原 780598
山西教育出版社 太原 75440
山西教育出版社 太原 780578
山西教育音像出版社 太原 788314
山西经济出版社 太原 780577
山西经济出版社 太原 780636
山西经济出版社 太原 780767
山西科技出版社 太原 75377
山西科技电子出版社 太原 788305
山西科学技术出版社 太原 75877
山西人民出版社 太原 70203
山西人民出版社 太原 7203
山西人民出版社 太原 7703
书海出版社 太原 780550
希望出版社 太原 75379
(台)三泰出版社 桃园 9579522
百花文艺出版社 天津 73066
百花文艺出版社 天津 75306
百花文艺出版社 天津 75770
百花文艺出版社 天津 76484
渤海湾出版公司 天津 780561
高等教育出版社 天津 740
南开大学出版社 天津 7310
南开大学出版社 天津 731002
南开大学出版社 天津 788824
南开大学出版社 天津 7900628
南开大学出版社 天津 7900667
生活·读书·新知三联书店 天津 7980029
天津北洋音像出版社 天津 788317
天津大学出版社 天津 75618
天津大学出版社 天津 75816
天津大学出版社 天津 788323
天津电子出版社 天津 7900338
天津电子出版社 天津 7900376
天津电子出版社 天津 794551
天津古籍出版社 天津 780504
天津古籍出版社 天津 780696
天津教育出版社 天津 75309
天津科技翻译出版公司 天津 75433
天津科学技术出版社 天津 75308
天津人民出版社 天津 7201
天津人民美术出版社 天津 75305
天津社会科学院出版社 天津 780563
天津社会科学院出版社 天津 780688
天津市文化艺术音像出版社 天津 788309
天津杨柳青画社 天津 780503
天津杨柳青画社 天津 780738
天津音像公司 天津 788308
新蕾出版社 天津 75307
(台)宋林出版社 天母 9578583
内蒙古少年儿童出版社 通辽 75312
新疆大学出版社 乌鲁木齐 75631
新疆电子出版社 乌鲁木齐 7900380
新疆电子出版社 乌鲁木齐 7900424
新疆教育出版社 乌鲁木齐 75370
新疆科技卫生出版社 乌鲁木齐 72372
新疆科技卫生出版社 乌鲁木齐 75372
新疆科学技术出版社 乌鲁木齐 75466
新疆美术摄影出版社 乌鲁木齐 75469
新疆美术摄影出版社 乌鲁木齐 780547
新疆美术摄影出版社 乌鲁木齐 780658
新疆美术摄影出版社 乌鲁木齐 788622
新疆青少年 乌鲁木齐 75731
新疆青少年出版社 乌鲁木齐 75371
新疆人民出版社 乌鲁木齐 7228
新疆人民出版社 乌鲁木齐 72280
新疆人民出版社 乌鲁木齐 7288
新疆人民出版社 乌鲁木齐 7328
新疆音像出版社 乌鲁木齐 788620
新疆生产建设兵团出版社 五家渠 780756
华中科技大学出版社 武昌 7900633
湖北辞书出版社 武汉 75403
湖北教育出版社 武汉 75351
湖北教育出版社 武汉 7900334
湖北教育出版社 武汉 7980036
湖北科学技术出版社 武汉 75352
湖北科学技术出版社 武汉 75852
湖北美术出版社 武汉 75394
湖北人民出版社 武汉 7216
湖北人民出版社 武汉 7276
湖北少年儿童出版社 武汉 75353
华中科技大学出版社 武汉 788894
华中科技大学出版社 武汉 7900655
华中科技大学出版社 武汉 7900675
华中理工大学出版社 武汉 75609
华中理工大学出版社 武汉 7900612
华中理工大学出版社 武汉 7900614
华中师范大学出版社 武汉 75622
荆楚书社 武汉 780539
群镱益堂 武汉 780540
武汉测绘科技大学出版社 武汉 781030
武汉出版社 武汉 75130
武汉出版社 武汉 75430
武汉大学出版社 武汉 7307
武汉大学出版社 武汉 7900610
武汉大学出版社 武汉 7900616
武汉工业大学出版社 武汉 75629
武汉工业大学出版社 武汉 75692
武汉理工大学出版社 武汉 7900605
武汉理工大学出版社 武汉 7900654
武汉理工大学出版社 武汉 7900700
武汉音像出版社 武汉 788474
长江出版社 武汉 780708
长江文艺出版社 武汉 75354
长江文艺出版社 武汉 75354
